tileSize,tileCount,campaignIndex,replicateIndex,seed,bytesPerInvocation,timedTotalBytes,repeatCount,trialIndex,executionOrder,indexedMs,feedbackMs,pairedDeltaMs,pairedRatio
16,256,1,3,10303,196608,8454144,43,9,indexed-first,0.379762790697674,0.355813953488372,-0.0239488372093023,0.936937378289997
16,256,1,3,10303,196608,8454144,43,10,feedback-first,0.364411627906977,0.357172093023256,-0.00723953488372098,0.980133633700709
16,1024,1,1,10401,786432,8650752,11,1,indexed-first,1.47497272727273,1.42811818181818,-0.0468545454545459,0.968233619111601
16,1024,1,1,10401,786432,8650752,11,2,feedback-first,1.49397272727273,1.43481818181818,-0.0591545454545455,0.960404534584421
16,1024,1,1,10401,786432,8650752,11,3,indexed-first,1.50466363636364,1.66118181818182,0.156518181818182,1.10402204056479
16,1024,1,1,10401,786432,8650752,11,4,feedback-first,1.51192727272727,1.46797272727273,-0.0439545454545456,0.970928135071432
16,1024,1,1,10401,786432,8650752,11,5,indexed-first,1.45187272727273,1.43334545454545,-0.0185272727272727,0.987239051757605
16,1024,1,1,10401,786432,8650752,11,6,feedback-first,1.46515454545455,1.41638181818182,-0.0487727272727272,0.966711547649333
16,1024,1,1,10401,786432,8650752,11,7,indexed-first,1.4545,1.42375454545455,-0.0307454545454546,0.978861839432482
16,1024,1,1,10401,786432,8650752,11,8,feedback-first,1.46211818181818,1.50241818181818,0.0403,1.02756275142539
16,1024,1,1,10401,786432,8650752,11,9,indexed-first,1.44052727272727,1.41929090909091,-0.0212363636363637,0.985257923235179
16,1024,1,1,10401,786432,8650752,11,10,feedback-first,1.43640909090909,1.46211818181818,0.0257090909090909,1.0178981677795
16,1024,1,2,10402,786432,8650752,11,1,indexed-first,1.43695454545455,1.44736363636364,0.0104090909090908,1.00724385537595
16,1024,1,2,10402,786432,8650752,11,2,feedback-first,1.49061818181818,1.42225454545455,-0.0683636363636362,0.954137392661983
16,1024,1,2,10402,786432,8650752,11,3,indexed-first,1.48509090909091,1.43185454545455,-0.0532363636363635,0.964152791380999
16,1024,1,2,10402,786432,8650752,11,4,feedback-first,1.4919,1.43197272727273,-0.0599272727272726,0.959831575355404
16,1024,1,2,10402,786432,8650752,11,5,indexed-first,1.47177272727273,1.45420909090909,-0.0175636363636362,0.988066339293987
16,1024,1,2,10402,786432,8650752,11,6,feedback-first,1.49459090909091,1.51400909090909,0.0194181818181822,1.01299230558681
16,1024,1,2,10402,786432,8650752,11,7,indexed-first,1.49265454545455,1.46520909090909,-0.0274454545454546,0.981612989670629
16,1024,1,2,10402,786432,8650752,11,8,feedback-first,1.4407,1.42847272727273,-0.0122272727272725,0.991512964026326
16,1024,1,2,10402,786432,8650752,11,9,indexed-first,1.42188181818182,1.40556363636364,-0.0163181818181819,0.988523531555493
16,1024,1,2,10402,786432,8650752,11,10,feedback-first,1.41277272727273,1.39994545454545,-0.0128272727272727,0.990920498053473
16,1024,1,3,10403,786432,8650752,11,1,indexed-first,1.44795454545455,1.40186363636364,-0.0460909090909092,0.968168262439177
16,1024,1,3,10403,786432,8650752,11,2,feedback-first,1.44617272727273,1.42582727272727,-0.0203454545454544,0.985931518302227
16,1024,1,3,10403,786432,8650752,11,3,indexed-first,1.51459090909091,1.44238181818182,-0.0722090909090911,0.952324360013205
16,1024,1,3,10403,786432,8650752,11,4,feedback-first,1.44838181818182,1.43692727272727,-0.0114545454545456,0.99209148767904
